;fecha;hora;;;;;;;;
Lower-DT2;12/03/2024;18:14:32;2.00;77.60;19.31;61;20.92;63;-60;Ok
Lower-DT2;12/03/2024;18:16:27;2.00;78.10;19.13;50;22.53;54;-61;Ok
Lower-DT2;12/03/2024;18:19:23;2.03;77.80;20.12;54;24.14;51;-61;Ok
Lower-DT2;12/03/2024;18:21:21;2.06;77.30;26.15;57;32.19;50;-60;Ok
Lower-DT2;12/03/2024;18:23:21;1.94;77.80;17.70;66;19.31;68;-61;Ok
Lower-DT2;12/03/2024;18:26:14;1.94;78.00;24.74;54;28.97;62;-60;Ok
Lower-DT2;12/03/2024;18:28:12;1.89;78.70;16.63;54;19.31;84;-60;Ok
Lower-DT2;12/03/2024;18:31:08;1.86;79.00;22.89;44;27.36;37;-60;Ok
Lower-DT2;12/03/2024;18:32:22;1.78;79.00;22.93;48;25.75;57;-61;Ok
Lower-DT2;12/03/2024;18:34:04;1.69;79.30;27.36;48;32.19;57;-61;Ok
Lower-DT2;12/03/2024;18:36:02;1.64;80.30;21.57;50;24.14;53;-60;Ok
Lower-DT2;12/03/2024;18:38:58;1.44;80.80;29.37;48;32.19;46;-59;Ok
Lower-DT2;12/03/2024;18:40:56;1.39;81.70;27.63;51;30.58;58;-58;Ok
Lower-DT2;12/03/2024;18:42:56;1.22;82.30;28.16;61;28.97;59;-57;Ok
Lower-DT2;12/03/2024;18:46:31;1.09;-1.00;28.85;57;33.80;61;-57;Ok
Lower-DT2;12/03/2024;18:49:45;1.01;84.20;26.00;56;30.58;57;-55;Ok
Lower-DT2;12/03/2024;18:50:46;0.94;84.50;24.14;55;27.36;57;-55;Ok
Lower-DT2;12/03/2024;18:53:40;0.89;85.00;25.75;56;30.58;53;-55;Ok
Lower-DT2;12/03/2024;18:54:41;0.83;85.60;26.55;56;27.36;55;-55;Ok
Lower-DT2;12/03/2024;18:57:29;0.81;-1.00;25.84;46;28.97;58;-57;Ok
Lower-DT2;12/03/2024;18:59:32;0.78;86.60;23.96;51;27.36;57;-58;Ok
Lower-DT2;12/03/2024;19:01:30;0.72;87.30;22.21;57;25.75;59;-59;Ok
Lower-DT2;12/03/2024;19:04:29;0.72;87.60;21.19;47;24.14;57;-61;Ok
Lower-DT2;12/03/2024;19:06:26;0.72;87.70;20.92;58;22.53;58;-61;Ok
Lower-DT2;12/03/2024;19:08:21;0.72;88.20;27.96;45;30.58;53;-61;Ok
Lower-DT2;12/03/2024;19:11:20;0.78;88.20;23.34;60;24.14;66;-61;Ok
Lower-DT2;12/03/2024;19:14:55;0.78;-1.00;27.93;47;30.58;57;-62;Ok
Lower-DT2;12/03/2024;19:17:10;0.78;88.70;22.85;47;25.75;45;-61;Ok
Lower-DT2;12/03/2024;19:19:07;0.78;88.60;27.36;53;30.58;57;-63;Ok
Lower-DT2;12/03/2024;19:22:15;0.72;-1.00;26.44;41;32.19;66;-64;Ok
Lower-DT2;12/03/2024;19:24:01;0.72;89.10;24.68;47;25.75;51;-61;Ok
Lower-DT2;12/03/2024;19:25:58;0.67;89.40;21.32;51;24.14;51;-57;Ok
Lower-DT2;12/03/2024;19:27:56;0.67;89.80;25.75;49;28.97;54;-55;Ok
Lower-DT2;12/03/2024;19:29:53;0.67;89.70;27.04;61;30.58;63;-52;Ok
Lower-DT2;12/03/2024;19:32:03;0.67;90.00;29.61;44;35.41;53;-51;Ok
Lower-DT2;12/03/2024;19:33:49;0.67;90.10;28.16;46;28.97;45;-51;Ok
Lower-DT2;12/03/2024;19:36:45;0.67;90.50;30.87;48;35.41;50;-52;Ok
Lower-DT2;12/03/2024;19:39:41;0.67;90.50;27.04;44;30.58;42;-51;Ok
Lower-DT2;12/03/2024;19:41:39;0.67;90.60;25.75;46;28.97;55;-51;Ok
Lower-DT2;12/03/2024;19:44:35;0.64;90.90;26.48;45;28.97;51;-50;Ok
Lower-DT2;12/03/2024;19:48:30;0.61;91.20;25.02;40;27.36;49;-50;Ok
Lower-DT2;12/03/2024;19:51:26;0.61;91.30;21.99;46;25.75;49;-49;Ok
Lower-DT2;12/03/2024;19:52:25;0.61;91.40;23.17;42;25.75;50;-50;Ok
Lower-DT2;12/03/2024;19:54:22;0.56;91.40;31.86;41;37.01;41;-49;Ok
Lower-DT2;12/03/2024;19:56:20;0.64;91.60;28.09;43;33.80;50;-50;Ok
Lower-DT2;12/03/2024;19:58:32;0.67;91.60;28.57;45;32.19;41;-50;Ok
Lower-DT2;12/03/2024;20:01:14;0.67;91.50;28.77;48;32.19;49;-51;Ok
Lower-DT2;12/03/2024;20:03:14;0.67;91.50;28.16;38;28.97;38;-52;Ok
Lower-DT2;12/03/2024;20:05:20;0.72;91.70;28.16;52;28.97;61;-52;Ok
Lower-DT2;12/03/2024;20:08:05;0.67;91.70;27.36;45;28.97;42;-54;Ok
Lower-DT2;12/03/2024;20:10:02;0.67;91.90;34.72;42;38.62;39;-53;Ok
Lower-DT2;12/03/2024;20:12:00;0.67;91.80;30.94;41;37.01;45;-54;Ok
Lower-DT2;12/03/2024;20:13:57;0.67;91.80;29.55;37;33.80;34;-55;Ok
Lower-DT2;12/03/2024;20:16:54;0.67;91.90;32.08;44;37.01;47;-55;Ok
Lower-DT2;12/03/2024;20:19:41;0.67;91.90;28.16;47;28.97;45;-55;Ok
Lower-DT2;12/03/2024;20:21:48;0.67;91.80;32.99;45;35.41;37;-56;Ok
Lower-DT2;12/03/2024;20:23:45;0.67;92.00;28.38;39;32.19;45;-57;Ok
Lower-DT2;12/03/2024;20:26:41;0.67;92.00;31.38;47;33.80;53;-57;Ok
Lower-DT2;12/03/2024;20:28:39;0.72;91.90;24.35;41;28.97;45;-57;Ok
Lower-DT2;12/03/2024;20:31:35;0.74;92.00;26.86;43;30.58;45;-58;Ok
Lower-DT2;12/03/2024;20:32:37;0.78;91.90;30.58;51;32.19;50;-59;Ok
Lower-DT2;12/03/2024;20:35:30;0.83;91.60;28.68;33;33.80;38;-60;Ok
Lower-DT2;12/03/2024;20:38:26;0.83;91.50;19.66;44;22.53;45;-61;Ok
Lower-DT2;12/03/2024;20:40:24;0.83;91.70;32.65;36;38.62;33;-61;Ok
Lower-DT2;12/03/2024;20:42:21;0.85;91.70;28.22;47;37.01;53;-63;Ok
Lower-DT2;12/03/2024;20:45:18;0.94;91.70;22.80;48;24.14;51;-65;Ok
Lower-DT2;12/03/2024;20:47:30;1.00;91.80;27.90;35;30.58;39;-63;Ok
Lower-DT2;12/03/2024;20:49:13;1.06;91.90;24.86;37;27.36;49;-62;Ok
Lower-DT2;12/03/2024;20:51:25;1.11;91.80;25.75;41;28.97;45;-59;Ok
Lower-DT2;12/03/2024;20:53:08;1.11;91.90;29.33;42;35.41;50;-57;Ok
Lower-DT2;12/03/2024;20:55:45;999.90;-1.00;-1.00;-1;-1.00;-1;0;--
Lower-DT2;12/03/2024;20:58:01;1.22;91.60;27.36;45;32.19;49;-55;Ok
Lower-DT2;12/03/2024;20:59:59;1.22;91.50;27.76;48;28.97;53;-55;Ok
Lower-DT2;12/03/2024;21:02:55;1.17;91.20;26.23;45;28.97;50;-53;Ok
Lower-DT2;12/03/2024;21:03:57;1.17;91.30;25.75;41;25.75;59;-54;Ok
Lower-DT2;12/03/2024;21:05:54;1.17;91.40;30.58;44;32.19;47;-52;Ok
Lower-DT2;12/03/2024;21:07:49;1.17;91.40;28.11;38;33.80;31;-50;Ok
Lower-DT2;12/03/2024;21:10:45;1.25;91.40;32.63;45;37.01;51;-50;Ok
Lower-DT2;12/03/2024;21:13:42;1.28;91.40;30.90;39;33.80;43;-52;Ok
Lower-DT2;12/03/2024;21:15:42;1.28;91.40;26.55;38;28.97;35;-52;Ok
Lower-DT2;12/03/2024;21:17:48;1.28;91.50;28.87;43;38.62;51;-52;Ok
Lower-DT2;12/03/2024;21:19:34;1.39;91.90;30.58;39;32.19;53;-52;Ok
Lower-DT2;12/03/2024;21:21:32;1.39;91.70;28.68;41;35.41;41;-52;Ok
Lower-DT2;12/03/2024;21:23:32;1.44;91.80;34.60;40;35.41;38;-52;Ok
Lower-DT2;12/03/2024;21:24:43;1.44;91.70;32.19;38;33.80;37;-52;Ok
Lower-DT2;12/03/2024;21:27:24;1.50;91.70;30.31;37;33.80;29;-53;Ok
Lower-DT2;12/03/2024;21:28:23;1.50;91.70;24.14;36;27.36;38;-53;Ok
Lower-DT2;12/03/2024;21:31:22;1.56;91.90;37.82;32;40.23;34;-53;Ok
Lower-DT2;12/03/2024;21:34:18;1.67;91.70;27.36;52;27.36;47;-55;Ok
Lower-DT2;12/03/2024;21:36:13;1.67;91.80;33.11;28;38.62;22;-54;Ok
Lower-DT2;12/03/2024;21:38:22;1.72;91.80;33.80;32;37.01;27;-53;Ok
Lower-DT2;12/03/2024;21:41:18;1.74;91.80;32.19;35;41.84;31;-54;Ok
Lower-DT2;12/03/2024;21:44:06;1.83;92.30;32.99;42;33.80;42;-55;Ok
Lower-DT2;12/03/2024;21:46:59;1.86;92.20;29.26;33;33.80;27;-55;Ok
Lower-DT2;12/03/2024;21:48:57;2.00;92.40;32.46;41;35.41;37;-55;Ok
Lower-DT2;12/03/2024;21:51:53;2.00;92.20;30.58;34;37.01;35;-55;Ok
Lower-DT2;12/03/2024;21:53:51;2.00;92.30;32.72;31;37.01;30;-55;Ok
Lower-DT2;12/03/2024;21:56:00;2.00;92.60;27.36;39;30.58;43;-55;Ok
Lower-DT2;12/03/2024;21:57:46;2.02;92.80;32.83;36;38.62;38;-55;Ok
Lower-DT2;12/03/2024;22:00:45;2.06;92.90;26.29;36;28.97;42;-55;Ok
Lower-DT2;12/03/2024;22:02:54;2.11;93.00;30.58;40;32.19;35;-56;Ok
Lower-DT2;12/03/2024;22:05:36;2.17;93.20;28.38;28;37.01;37;-56;Ok
Lower-DT2;12/03/2024;22:07:33;2.25;93.30;27.04;30;30.58;39;-56;Ok
Lower-DT2;12/03/2024;22:09:31;2.31;93.10;24.57;29;30.58;29;-55;Ok
Lower-DT2;12/03/2024;22:11:28;2.35;93.10;23.07;18;28.97;9;-55;Ok
Lower-DT2;12/03/2024;22:14:24;2.39;93.30;28.54;16;35.41;27;-55;Ok
Lower-DT2;12/03/2024;22:15:23;2.39;93.30;30.98;20;33.80;17;-55;Ok
Lower-DT2;12/03/2024;22:17:24;2.39;93.30;30.58;12;32.19;11;-55;Ok
Lower-DT2;12/03/2024;22:19:18;2.33;93.40;29.55;18;37.01;19;-55;Ok
Lower-DT2;12/03/2024;22:22:14;2.39;93.50;21.07;73;27.36;17;-55;Ok
Lower-DT2;12/03/2024;22:24:24;2.44;93.60;20.28;9;22.53;15;-55;Ok
Lower-DT2;12/03/2024;22:26:09;2.44;93.80;22.53;98;25.75;351;-56;Ok
Lower-DT2;12/03/2024;22:29:06;2.44;93.60;18.45;233;22.53;341;-56;Ok
Lower-DT2;12/03/2024;22:31:03;2.39;93.80;19.04;236;20.92;351;-56;Ok
Lower-DT2;12/03/2024;22:33:01;2.39;93.90;19.31;277;20.92;351;-56;Ok
Lower-DT2;12/03/2024;22:35:10;2.33;93.90;16.27;338;19.31;341;-56;Ok
Lower-DT2;12/03/2024;22:36:56;2.39;93.90;17.85;337;20.92;329;-55;Ok
Lower-DT2;12/03/2024;22:38:53;2.41;94.20;22.28;314;24.14;351;-55;Ok
Lower-DT2;12/03/2024;22:40:51;2.44;94.40;23.17;334;24.14;348;-55;Ok
Lower-DT2;12/03/2024;22:43:47;2.43;94.40;22.53;338;25.75;351;-55;Ok
Lower-DT2;12/03/2024;22:45:01;2.39;94.40;18.51;334;20.92;334;-55;Ok
Lower-DT2;12/03/2024;22:46:46;2.39;94.20;16.90;329;17.70;333;-54;Ok
Lower-DT2;12/03/2024;22:48:41;2.44;94.30;22.09;339;25.75;349;-55;Ok
Lower-DT2;12/03/2024;22:50:38;2.47;94.30;19.31;321;24.14;328;-55;Ok
Lower-DT2;12/03/2024;22:52:36;2.53;94.70;24.34;326;27.36;337;-54;Ok
Lower-DT2;12/03/2024;22:54:33;2.61;94.50;20.92;336;20.92;332;-55;Ok
Lower-DT2;12/03/2024;22:57:30;2.65;94.20;24.51;323;30.58;328;-54;Ok
Lower-DT2;12/03/2024;22:59:27;2.67;94.00;20.38;323;25.75;329;-54;Ok
Lower-DT2;12/03/2024;23:02:18;2.67;-1.00;22.53;326;24.14;333;-54;Ok
Lower-DT2;12/03/2024;23:04:21;2.67;94.00;20.92;324;24.14;326;-53;Ok
Lower-DT2;12/03/2024;23:07:17;2.78;93.70;21.83;322;27.36;326;-52;Ok
Lower-DT2;12/03/2024;23:09:15;2.79;93.60;20.62;324;24.14;332;-53;Ok
Lower-DT2;12/03/2024;23:11:24;2.83;93.60;19.31;316;19.31;317;-52;Ok
Lower-DT2;12/03/2024;23:13:10;2.83;93.50;19.85;320;24.14;325;-54;Ok
Lower-DT2;12/03/2024;23:15:07;2.83;93.60;23.82;325;28.97;318;-53;Ok
Lower-DT2;12/03/2024;23:17:05;2.91;93.60;24.46;326;28.97;334;-53;Ok
Lower-DT2;12/03/2024;23:18:18;2.89;93.60;21.32;324;22.53;321;-54;Ok
Lower-DT2;12/03/2024;23:21:00;2.85;93.50;22.73;327;25.75;326;-53;Ok
Lower-DT2;12/03/2024;23:22:57;2.83;93.60;23.93;325;27.36;328;-52;Ok
Lower-DT2;12/03/2024;23:24:11;2.83;93.60;21.73;329;22.53;326;-52;Ok
Lower-DT2;12/03/2024;23:25:56;2.83;93.60;17.70;325;17.70;333;-52;Ok
Lower-DT2;12/03/2024;23:27:51;2.89;93.50;23.34;329;25.75;330;-52;Ok
Lower-DT2;12/03/2024;23:29:52;2.94;93.50;19.31;335;20.92;333;-52;Ok
Lower-DT2;12/03/2024;23:31:46;3.06;93.40;21.80;326;24.14;332;-52;Ok
Lower-DT2;12/03/2024;23:34:10;3.17;93.20;17.70;330;19.31;321;-52;Ok
Lower-DT2;12/03/2024;23:37:39;2.94;92.80;15.45;339;17.70;337;-52;Ok
Lower-DT2;12/03/2024;23:40:03;2.94;93.00;16.09;344;17.70;338;-51;Ok
Lower-DT2;12/03/2024;23:41:34;2.89;93.20;16.81;306;19.31;351;-52;Ok
Lower-DT2;12/03/2024;23:44:27;2.83;-1.00;19.63;340;22.53;336;-52;Ok
Lower-DT2;12/03/2024;23:47:29;2.89;93.50;20.12;175;20.92;9;-52;Ok
Lower-DT2;12/03/2024;23:49:24;2.89;93.50;16.09;319;20.92;341;-52;Ok
Lower-DT2;12/03/2024;23:52:20;2.86;93.50;14.97;278;16.09;351;-52;Ok
Lower-DT2;12/03/2024;23:53:22;2.89;93.50;19.31;180;20.92;351;-52;Ok
Lower-DT2;12/03/2024;23:55:19;2.83;93.20;18.51;9;19.31;9;-51;Ok
Lower-DT2;12/03/2024;23:58:15;2.78;93.10;12.87;238;14.48;351;-52;Ok
Lower-DT2;13/03/2024;0:00:10;2.67;93.20;14.97;112;17.70;351;-51;Ok
Lower-DT2;13/03/2024;0:02:08;2.61;93.30;17.06;13;19.31;9;-51;Ok
Lower-DT2;13/03/2024;0:06:03;2.54;93.40;17.50;10;20.92;11;-51;Ok
Lower-DT2;13/03/2024;0:08:03;2.56;93.40;20.92;9;20.92;9;-51;Ok
Lower-DT2;13/03/2024;0:09:58;2.53;93.50;17.17;306;19.31;9;-52;Ok
Lower-DT2;13/03/2024;0:12:07;2.50;93.50;16.42;76;17.70;9;-51;Ok
Lower-DT2;13/03/2024;0:13:53;2.50;93.50;17.17;195;20.92;351;-52;Ok
Lower-DT2;13/03/2024;0:15:50;2.50;93.50;17.24;106;19.31;9;-51;Ok
Lower-DT2;13/03/2024;0:17:04;2.50;93.50;17.17;123;19.31;11;-52;Ok
Lower-DT2;13/03/2024;0:19:45;2.44;93.80;20.30;111;22.53;9;-50;Ok
Lower-DT2;13/03/2024;0:21:46;2.50;93.70;16.90;12;17.70;9;-51;Ok
Lower-DT2;13/03/2024;0:24:39;2.44;93.80;13.46;164;19.31;42;-52;Ok
Lower-DT2;13/03/2024;0:27:35;2.44;93.90;13.95;65;14.48;346;-51;Ok
Lower-DT2;13/03/2024;0:29:33;2.42;93.90;18.19;178;20.92;9;-51;Ok
Lower-DT2;13/03/2024;0:31:30;2.42;94.00;13.61;162;16.09;9;-52;Ok
Lower-DT2;13/03/2024;0:33:28;2.42;94.00;13.59;84;16.09;9;-52;Ok
Lower-DT2;13/03/2024;0:35:25;2.44;94.10;16.09;10;16.09;9;-52;Ok
Lower-DT2;13/03/2024;0:36:27;2.44;94.20;12.87;11;12.87;13;-51;Ok
Lower-DT2;13/03/2024;0:38:21;2.44;94.20;11.84;320;12.87;351;-51;Ok
Lower-DT2;13/03/2024;0:40:19;2.44;94.20;16.09;233;17.70;345;-52;Ok
Lower-DT2;13/03/2024;0:42:19;2.44;94.30;13.68;9;14.48;9;-51;Ok
Lower-DT2;13/03/2024;0:45:13;2.50;94.30;17.43;123;19.31;351;-51;Ok
Lower-DT2;13/03/2024;0:48:21;2.43;94.40;16.09;266;17.70;10;-51;Ok
Lower-DT2;13/03/2024;0:49:20;2.44;94.40;14.48;10;14.48;11;-51;Ok
Lower-DT2;13/03/2024;0:50:18;2.44;94.20;16.09;342;17.70;340;-51;Ok
Lower-DT2;13/03/2024;0:52:07;2.44;94.30;16.90;9;17.70;9;-52;Ok
Lower-DT2;13/03/2024;0:54:02;2.44;94.30;14.75;291;16.09;348;-52;Ok
Lower-DT2;13/03/2024;0:56:02;2.39;94.30;14.48;180;14.48;9;-51;Ok
Lower-DT2;13/03/2024;0:57:57;2.36;94.30;15.07;346;16.09;351;-51;Ok
Lower-DT2;13/03/2024;1:00:09;2.33;94.40;14.89;265;16.09;351;-51;Ok
Lower-DT2;13/03/2024;1:01:52;2.35;94.40;11.87;235;14.48;351;-51;Ok
Lower-DT2;13/03/2024;1:04:16;2.33;-1.00;11.27;347;12.87;351;-51;Ok
Lower-DT2;13/03/2024;1:06:45;2.43;94.70;12.19;340;14.48;341;-50;Ok
Lower-DT2;13/03/2024;1:08:43;2.44;94.70;14.75;335;16.09;341;-50;Ok
Lower-DT2;13/03/2024;1:10:40;2.56;94.90;15.02;339;16.09;348;-51;Ok
Lower-DT2;13/03/2024;1:12:38;2.56;94.80;15.36;308;16.09;329;-51;Ok
Lower-DT2;13/03/2024;1:14:35;2.53;94.70;15.65;341;19.31;346;-52;Ok
Lower-DT2;13/03/2024;1:17:32;2.56;94.80;17.47;331;22.53;326;-52;Ok
Lower-DT2;13/03/2024;1:19:32;2.56;94.90;20.92;321;22.53;324;-51;Ok
Lower-DT2;13/03/2024;1:21:27;2.56;94.90;22.24;327;24.14;332;-51;Ok
Lower-DT2;13/03/2024;1:24:23;2.50;94.90;15.86;327;16.09;342;-51;Ok
Lower-DT2;13/03/2024;1:26:20;2.50;95.00;16.82;336;19.31;344;-52;Ok
Lower-DT2;13/03/2024;1:28:18;2.50;95.00;14.48;335;16.09;332;-52;Ok
Lower-DT2;13/03/2024;1:30:16;2.50;95.10;16.09;333;17.70;332;-51;Ok
Lower-DT2;13/03/2024;1:32:13;2.50;95.10;17.70;344;19.31;342;-51;Ok
Lower-DT2;13/03/2024;1:34:37;2.50;95.10;14.28;338;16.09;336;-51;Ok
Lower-DT2;13/03/2024;1:36:08;2.53;95.00;15.20;337;17.70;338;-52;Ok
Lower-DT2;13/03/2024;1:38:17;2.56;95.00;17.70;345;19.31;351;-51;Ok
Lower-DT2;13/03/2024;1:40:03;2.56;95.00;15.02;342;16.09;337;-52;Ok
Lower-DT2;13/03/2024;1:42:45;2.56;-1.00;16.09;337;19.31;342;-52;Ok
Lower-DT2;13/03/2024;1:44:57;2.57;95.10;15.29;261;17.70;351;-52;Ok
Lower-DT2;13/03/2024;1:46:54;2.56;95.00;11.67;345;12.87;338;-52;Ok
Lower-DT2;13/03/2024;1:49:04;2.50;95.00;10.41;319;11.27;340;-52;Ok
Lower-DT2;13/03/2024;1:50:49;2.47;95.10;11.67;345;12.87;344;-52;Ok
Lower-DT2;13/03/2024;1:51:48;2.50;95.10;13.52;348;14.48;348;-52;Ok
Lower-DT2;13/03/2024;1:54:44;2.54;95.20;16.80;335;20.92;336;-52;Ok
Lower-DT2;13/03/2024;1:57:41;2.56;95.20;16.63;344;17.70;351;-51;Ok
Lower-DT2;13/03/2024;2:00:37;2.61;95.30;16.45;330;17.70;326;-51;Ok
Lower-DT2;13/03/2024;2:02:37;2.56;95.40;18.51;341;19.31;341;-51;Ok
Lower-DT2;13/03/2024;2:03:48;2.61;95.40;17.70;336;17.70;341;-51;Ok
Lower-DT2;13/03/2024;2:05:31;2.56;95.40;13.77;329;14.48;334;-52;Ok
Lower-DT2;13/03/2024;2:07:28;2.50;95.30;14.48;343;16.09;340;-51;Ok
Lower-DT2;13/03/2024;2:11:23;2.56;95.40;15.29;327;17.70;321;-52;Ok
Lower-DT2;13/03/2024;2:13:21;2.56;95.50;18.00;329;20.92;342;-52;Ok
Lower-DT2;13/03/2024;2:16:17;2.56;95.40;15.89;311;19.31;328;-52;Ok
Lower-DT2;13/03/2024;2:18:15;2.52;95.50;14.48;333;17.70;330;-52;Ok
Lower-DT2;13/03/2024;2:20:12;2.56;95.50;18.02;343;19.31;349;-52;Ok
Lower-DT2;13/03/2024;2:23:08;2.52;95.50;16.78;333;19.31;337;-52;Ok
Lower-DT2;13/03/2024;2:26:05;2.47;95.60;17.22;329;19.31;332;-52;Ok
Lower-DT2;13/03/2024;2:29:01;2.44;95.50;15.20;334;17.70;346;-52;Ok
Lower-DT2;13/03/2024;2:30:03;2.44;95.60;16.90;338;17.70;342;-52;Ok
Lower-DT2;13/03/2024;2:32:09;2.44;95.60;14.89;329;16.09;336;-52;Ok
Lower-DT2;13/03/2024;2:33:55;2.44;95.40;15.02;334;16.09;329;-52;Ok
Lower-DT2;13/03/2024;2:36:04;2.50;95.60;15.13;342;16.09;340;-52;Ok
Lower-DT2;13/03/2024;2:37:50;2.50;95.50;16.21;303;17.70;326;-52;Ok
Lower-DT2;13/03/2024;2:38:48;2.50;95.50;13.95;332;14.48;348;-52;Ok
Lower-DT2;13/03/2024;2:41:01;2.50;95.60;16.50;346;17.70;348;-52;Ok
Lower-DT2;13/03/2024;2:42:55;2.49;95.60;16.60;341;19.31;348;-51;Ok
Lower-DT2;13/03/2024;2:44:41;2.44;95.50;16.39;336;19.31;333;-52;Ok
Lower-DT2;13/03/2024;2:45:43;2.44;95.50;14.48;343;16.09;340;-52;Ok
Lower-DT2;13/03/2024;2:48:36;2.47;95.60;16.70;216;19.31;9;-52;Ok
Lower-DT2;13/03/2024;2:51:27;2.44;-1.00;17.03;342;19.31;351;-53;Ok
Lower-DT2;13/03/2024;2:54:12;2.44;-1.00;12.13;340;14.48;341;-52;Ok
Lower-DT2;13/03/2024;2:56:26;2.37;95.30;10.96;304;12.87;351;-52;Ok
Lower-DT2;13/03/2024;2:58:24;2.37;95.30;14.81;336;19.31;333;-52;Ok
Lower-DT2;13/03/2024;3:01:23;2.33;95.60;16.09;344;17.70;340;-52;Ok
Lower-DT2;13/03/2024;3:03:17;2.33;95.60;16.63;341;17.70;341;-53;Ok
Lower-DT2;13/03/2024;3:05:18;2.28;95.40;11.27;344;11.27;344;-53;Ok
Lower-DT2;13/03/2024;3:07:12;2.28;95.40;17.56;336;19.31;341;-52;Ok
Lower-DT2;13/03/2024;3:09:25;2.33;95.60;17.70;263;19.31;351;-52;Ok
Lower-DT2;13/03/2024;3:12:06;2.31;95.60;18.62;338;20.92;341;-52;Ok
Lower-DT2;13/03/2024;3:14:07;2.22;95.60;13.68;349;14.48;351;-53;Ok
Lower-DT2;13/03/2024;3:16:04;2.22;95.60;13.68;339;14.48;337;-53;Ok
Lower-DT2;13/03/2024;3:17:59;2.22;95.60;17.43;335;19.31;336;-53;Ok
Lower-DT2;13/03/2024;3:19:56;2.22;95.70;18.67;340;20.92;349;-53;Ok
Lower-DT2;13/03/2024;3:21:54;2.19;95.60;15.65;342;17.70;341;-53;Ok
Lower-DT2;13/03/2024;3:23:51;2.17;95.50;16.68;344;17.70;351;-54;Ok
Lower-DT2;13/03/2024;3:26:00;2.17;95.40;14.05;337;17.70;340;-53;Ok
Lower-DT2;13/03/2024;3:27:46;2.11;95.50;15.69;341;17.70;348;-54;Ok
Lower-DT2;13/03/2024;3:29:47;2.11;95.50;14.48;349;14.48;348;-53;Ok
Lower-DT2;13/03/2024;3:31:41;2.08;95.50;16.27;306;20.92;351;-53;Ok
Lower-DT2;13/03/2024;3:32:43;2.06;95.50;17.17;339;17.70;338;-53;Ok
Lower-DT2;13/03/2024;3:34:37;2.06;95.50;17.70;346;19.31;346;-53;Ok
Lower-DT2;13/03/2024;3:36:35;2.06;95.50;15.29;341;17.70;345;-54;Ok
Lower-DT2;13/03/2024;3:38:32;2.06;95.60;15.83;340;16.09;338;-53;Ok
Lower-DT2;13/03/2024;3:41:29;2.06;95.50;16.63;272;19.31;351;-54;Ok
Lower-DT2;13/03/2024;3:44:04;2.06;95.50;14.94;346;16.09;345;-53;Ok
Lower-DT2;13/03/2024;3:45:24;2.03;95.60;15.69;340;17.70;348;-53;Ok
Lower-DT2;13/03/2024;3:47:33;2.00;95.70;14.48;342;16.09;341;-54;Ok
Lower-DT2;13/03/2024;3:49:19;2.00;95.70;15.10;345;16.09;351;-53;Ok
Lower-DT2;13/03/2024;3:51:16;2.00;95.70;16.36;342;17.70;336;-54;Ok
Lower-DT2;13/03/2024;3:52:30;2.00;95.70;18.11;340;19.31;342;-53;Ok
Lower-DT2;13/03/2024;3:54:13;2.00;95.70;14.34;340;16.09;346;-53;Ok
Lower-DT2;13/03/2024;3:56:10;1.94;95.70;18.51;338;20.92;338;-53;Ok
Lower-DT2;13/03/2024;3:57:21;2.00;95.70;14.08;344;14.48;349;-52;Ok
Lower-DT2;13/03/2024;4:00:05;1.94;95.70;18.88;325;20.92;351;-53;Ok
Lower-DT2;13/03/2024;4:01:04;1.94;95.70;16.42;345;17.70;342;-53;Ok
Lower-DT2;13/03/2024;4:03:01;1.94;95.60;18.24;341;19.31;341;-54;Ok
Lower-DT2;13/03/2024;4:04:59;1.94;95.80;19.31;312;20.92;346;-53;Ok
Lower-DT2;13/03/2024;4:06:56;1.97;95.90;19.02;338;19.31;345;-54;Ok
Lower-DT2;13/03/2024;4:09:53;1.94;95.60;17.57;336;19.31;340;-54;Ok
Lower-DT2;13/03/2024;4:10:54;1.94;95.70;18.91;340;20.92;337;-52;Ok
Lower-DT2;13/03/2024;4:12:49;1.94;95.70;17.22;340;20.92;342;-53;Ok
Lower-DT2;13/03/2024;4:14:46;1.94;95.90;18.60;342;20.92;345;-53;Ok
Lower-DT2;13/03/2024;4:16:47;1.94;95.70;18.24;350;19.31;349;-52;Ok
Lower-DT2;13/03/2024;4:18:41;1.94;95.70;18.73;222;20.92;351;-53;Ok
Lower-DT2;13/03/2024;4:21:38;1.94;95.70;19.31;317;20.92;351;-53;Ok
Lower-DT2;13/03/2024;4:23:35;1.94;95.70;16.09;233;22.53;351;-54;Ok
Lower-DT2;13/03/2024;4:25:33;1.94;95.70;18.00;253;20.92;345;-53;Ok
Lower-DT2;13/03/2024;4:28:29;1.94;95.90;17.17;341;19.31;336;-54;Ok
Lower-DT2;13/03/2024;4:31:25;2.00;95.90;19.71;264;22.53;349;-53;Ok
Lower-DT2;13/03/2024;4:33:23;1.94;95.90;16.97;316;19.31;351;-53;Ok
Lower-DT2;13/03/2024;4:34:24;2.00;95.90;20.92;347;20.92;346;-53;Ok
Lower-DT2;13/03/2024;4:35:35;1.94;95.90;17.70;347;17.70;349;-53;Ok
Lower-DT2;13/03/2024;4:38:17;1.96;95.90;18.69;164;20.92;11;-53;Ok
Lower-DT2;13/03/2024;4:39:15;1.94;95.90;17.30;265;17.70;351;-54;Ok
